"id","lifespan","censoring","strength","eigen","degree","matSize","LRS","LBS","sum_degree","sum_strength","sum_eigen","meanE","meanN","sumHRO","meanHRO"
"STI96",17,1,1.41585881411299,2.03488388522709,1.02406685437868,1.32858153935136,4,10,1.8451284770868,2.26820761396413,3.16743214075984,-1.23245510721607,0.288718312043336,1.49805563747208,0.306331654331171
"STO96",16,1,1.01068130405328,1.18660076456707,1.29478094493038,1.31327133032765,3,9,1.8702430260067,1.66289384899548,1.87158182396994,-0.591207802588717,-0.015913103802646,1.62203668487691,1.03334741484886
"STO98",18,1,0.616095123895334,1.05023626236868,1.36775287956692,1.24150472552903,4,8,2.40906425737897,1.69839381513695,2.07830447793446,-0.601350280709516,0.125682981613123,2.12126798150244,1.08237735397303
"STR00",8,1,0.159076623350592,-0.81618920675633,-0.461688882620133,-0.0774059893257404,1,2,-0.657193851658999,-0.411053521393916,-0.745882885390909,1.43702725600444,0.70970027526017,-0.676669296038495,-1.0106019377653
"STR96",17,1,-0.00241752066560842,-0.830908621010903,-0.468889637403649,-0.289197214153683,3,5,0.425014892707343,0.914575330850703,-0.543084398316902,1.46371865531313,0.684671826491089,0.816944922892726,-1.06677683146536
"SUL90",19,1,0.516244431403543,-0.751009342395083,0.110135761953203,-0.465414718014788,1,10,1.29032526003824,1.78388485608046,-0.379080141186006,1.09526012737976,0.845832674394249,1.46418305419269,-0.510281580056802
"SUL94",12,1,0.214762641534911,-0.783408137683046,-0.193297113416351,-0.356933290440388,1,9,0.135056009723112,0.450011710535496,-0.591503867783384,1.10986768322065,0.851534932083461,0.126187151814966,-0.627634759479689
"SUL96",3,1,-1.42588057760953,-1.030398632788,-0.965741717466257,-0.217749572043053,0,0,-1.29419013789995,-1.33399136545302,-0.887626559969319,1.21225048753983,1.35176941563387,-1.54187002995206,-1.61342078219662
"SUN93",16,1,0.493341215013591,0.107301960107219,0.615852636770305,0.0173714951067367,5,7,1.26749385192924,1.20205110150879,0.567310032212147,-0.5127732879187,-1.45715014236912,0.989903460810648,0.113387357850856
"SUR87",20,1,-0.274302098550201,-0.608179918588979,-0.120853156200371,0.00169675729675111,7,10,0.756070310287764,0.655083063455089,-0.254703947790661,-0.626274235271655,-2.57929830380386,0.59068040257536,-1.1943647713868
"SUR89",4,1,-2.1840621966189,-1.07931921375846,-2.16586751471893,0.0884546084310886,1,2,-1.34441923573973,-1.35157562532586,-0.887973186492192,NA,NA,NA,NA
"SWI88",15,1,0.466090319709444,-0.838944531763177,-0.131654288375645,-0.32619688596098,2,5,0.319990415405968,0.809870795406933,-0.621548644709064,1.22747489756841,0.826025700227486,0.296460245638483,-0.659096435656318
"SYC91",17,1,1.01298440329702,1.20577238335318,0.997664086839121,1.44085640552521,7,9,1.82001392816691,1.88369593937152,2.09393085490421,-0.930378030643686,-0.102953777611745,1.37060876360657,0.490267342728761
"TER80",17,1,-0.400025599423713,-0.920001523577446,-0.503693285523978,-0.396368677319632,5,11,-0.673175837335295,-0.624501013888645,-0.799647743479715,1.03174530561261,1.07124876201243,-0.792072178994488,-0.686127240055583
"TER83",10,1,-1.0486906057531,-1.015865107524,-1.52380021318875,-0.523953752517194,2,4,-1.27592501141275,-1.22242135078315,-0.878956834569557,1.22202087012716,0.465846083453623,-1.51235914601024,-0.721018615489669
"TER84",9,1,0.887850612054391,-0.878911280082521,-0.533696430455293,-0.523953752517194,1,4,-1.15035226681328,-0.975984682486233,-0.855313836890075,0.82638361698865,1.01593055399193,-1.49255977584253,-0.122290333682271
"TER85",17,1,0.133455019934709,-0.865922356987249,-0.104924213800474,-0.31517817492119,3,7,0.196700811617397,0.393103814362037,-0.66985041293576,0.932328299150715,0.905948988173286,0.2656687118416,-0.205845813310358
"THO81",14,1,0.596458124200582,0.417964789072931,-0.515694543496503,0.241556698668159,4,5,-0.912905622479738,-0.62857064555145,-0.369068478842497,-0.826785910589041,-1.61734869231691,-1.30815638397312,-0.334353326264283
"THO82",18,1,0.860812946353909,0.239570194964789,0.410402530050145,0.335119087146367,8,9,0.203550234050096,0.484051547863266,0.14824301478122,-0.677388547787267,-1.76611246308378,-0.0223008473631858,0.184859137413766
"THO86",14,1,-1.33136232023191,-0.97227396030469,-1.2697735861036,0.335119087146367,5,10,-0.755368906527675,-0.771302915153951,-0.793186158012659,-0.801196513290294,-3.93375050652207,-0.93193054528365,-3.25351429002118
"THS96",11,1,0.82714089216804,0.744303269628346,1.23448891083031,-0.813146589631662,1,5,0.673877241095383,0.464769164677261,0.540348252815362,-0.537484516192191,-0.311450581232002,0.221111148278058,1.10494930118604
"THS98",8,1,0.544958954806395,0.927586400107136,1.54852182777809,-0.791882410432067,1,2,0.107658319992318,-0.263735888424119,0.157226214883657,-0.422182385238599,-0.155648476084673,-0.227832661412311,1.25151704872795
"THU91",16,1,1.07183294589542,1.09923846331933,1.23306018964313,-0.463806502781201,6,7,1.81544764654511,1.71736728192073,1.76600940536849,-0.691879108510542,-0.345022980351148,1.5348293895138,0.844981126745655
"THU94",13,1,1.31671333115388,1.2370460035275,1.19148440309543,-0.441023453638783,6,6,1.32685551301263,1.45935255904651,1.52878071776798,-0.739170092317885,-0.245897470805449,0.842145310416263,0.841029709196953
"THU96",14,1,1.3564905176907,1.43497604801304,1.31449729731382,-0.370851662280123,1,6,1.4204642862595,1.4897238950167,1.73379840890792,-0.615803516179058,-0.106507641970996,1.11056184103289,0.937120664452222
